date,title,price,next_price,trend,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21
2021/10/15 9:08,90% OF LIGHTNING NODES LAUNCHED IN THE LAST YEAR RUN ON UMBREL,58862.89,58874.94,B,0.006587651,0.06161931,0.06449305,0.011223267,0.009004587,0.01932865,0.003295673,0.016223064,0.6085576,0.021942561,0.002747421,0.010004412,0.007495424,0.016811814,0.00098734,0.05596502,0.004860627,0.060528502,0.006869372,0.002081145,0.00118377,0.008189689
2021/10/15 8:21,MICHAEL SAYLORS MICROSTRATEGY UP OVER $3 BILLION ON BITCOIN INVESTMENT,59239.99,59250.49,B,0.007305259,0.06833165,0.016960563,0.012445843,0.009985478,0.021434164,0.003654679,0.01799028,0.34767005,0.29713824,0.003046705,0.011094216,0.008311918,0.018643165,0.001094893,0.00749994,0.005390106,0.06712207,0.062178362,0.002307849,0.001312721,0.009081812
2021/10/14 22:00,THE U.S. GOVERNMENT DOES NOT RESPECT AUTONOMY. BITCOIN DOES.,57740.1,57704.46,C,0.00820017,0.07670242,0.019038267,0.013970485,0.011208721,0.024059895,0.24906869,0.020194128,0.390265,0.027313638,0.003419932,0.012453281,0.070572615,0.020926991,0.00122902,0.008418699,0.006050405,0.014098287,0.00855085,0.002590565,0.001473532,0.010194353
2021/10/14 21:00,"AS THE BITCOIN PRICE APPROACHES ALL-TIME HIGHS, HOW MUCH SUPPLY IS IN PROFIT?",57427.63,57499.03,C,0.006586754,0.061610922,0.015292414,0.011221738,0.009003361,0.019326016,0.003295225,0.016220855,0.70700383,0.021939572,0.002747047,0.010003049,0.007494403,0.016809523,0.000987205,0.006762287,0.004859964,0.011324394,0.006868437,0.002080861,0.001183608,0.05737856
2021/10/14 17:10,MAKING BITCOIN MINING ACCESSIBLE,57192.11,57186.78,A,0.010045961,0.093967505,0.023323625,0.017115127,0.013731712,0.02947558,0.005025798,0.02473966,0.40307754,0.033461712,0.004189731,0.015256412,0.011430285,0.10067016,0.001505662,0.16035604,0.007412302,0.017271696,0.010475576,0.00317368,0.001805211,0.012489018
2021/10/14 17:00,FRAMING BITCOIN FOR PROGRESSIVES,57113.48,57154.28,A,0.010861083,0.101591974,0.02521609,0.018503837,0.014845893,0.1940653,0.005433588,0.026747022,0.43578303,0.036176775,0.004529683,0.016494308,0.012357731,0.027717697,0.00162783,0.011150524,0.008013731,0.01867311,0.011325557,0.00343119,0.001951685,0.013502369
2021/10/14 15:56,OKCOIN AWARDS LATEST DEVELOPER GRANT TO MARCO FALKE,57350.56,57333.66,A,0.009344995,0.15720831,0.021696202,0.015920905,0.01277357,0.0274189,0.004675119,0.023013433,0.30515498,0.0311269,0.21325055,0.014191884,0.010632727,0.023848612,0.001400603,0.079386935,0.006895102,0.016066551,0.009744634,0.002952234,0.001679251,0.011617586
2021/10/14 15:12,MORGAN STANLEY CEO: BITCOIN IS NOT GOING AWAY,57292.06,57472.42,C,0.00873524,0.08170736,0.02028054,0.014882076,0.07717951,0.025629835,0.069611564,0.08673787,0.41572997,0.029095888,0.003643087,0.013265873,0.00993895,0.022292506,0.001309215,0.008968029,0.006445202,0.080249645,0.009108803,0.002759603,0.001569681,0.010859546
2021/10/14 13:12,STRIKE LAUNCHES PAY ME IN BITCOIN FEATURE TO ALLOW INCOME CONVERSION INTO BITCOIN,57532.2,57538.38,C,0.006586961,0.35672924,0.015292896,0.01122209,0.009003644,0.019326625,0.003295328,0.016221365,0.36268646,0.071135126,0.002747133,0.010003364,0.007494639,0.06599846,0.000987236,0.006762499,0.004860117,0.011324749,0.006868652,0.002080927,0.001183646,0.008188831
2021/10/14 12:55,BITWISE FILES FOR PHYSICALLY BACKED BITCOIN ETF,57495.73,57492.57,C,0.16010611,0.09396551,0.023323128,0.01711476,0.013731416,0.10450616,0.00502569,0.024739131,0.40306893,0.033461,0.004189641,0.015256085,0.01143004,0.02563694,0.00150563,0.010313458,0.007412143,0.017271327,0.010475351,0.003173612,0.001805173,0.01248875
2021/10/14 12:39,"BITCOIN IS THE BEST FORM OF MONEY, SAYS MORGAN CREEK CAPITAL CEO",57566.02,57611.18,A,0.006927266,0.06479599,0.01608298,0.011801861,0.061204437,0.020325104,0.003465576,0.27575037,0.4331633,0.023073772,0.00288906,0.010520171,0.007881837,0.017678518,0.00103824,0.007111873,0.005111207,0.011909825,0.00722351,0.002188434,0.001244797,0.008611894
2021/10/14 12:10,NORTH VANCOUVER TO BE WORLDS FIRST CITY HEATED BY BITCOIN,57714.19,57735.36,B,0.007726964,0.24539621,0.01793963,0.07087537,0.0105619,0.022671476,0.003865649,0.01902879,0.31003165,0.025737455,0.003222579,0.12715782,0.008791733,0.077422805,0.001158097,0.007932882,0.005701256,0.01328472,0.008057407,0.002441072,0.001388499,0.009606069
2021/10/14 10:11,ELON MUSKS TESLA UP OVER $1 BILLION ON BITCOIN INVESTMENT,57380.61,57483.29,A,0.007305317,0.06833218,0.016960695,0.01244594,0.17366078,0.021434331,0.003654708,0.017990422,0.34767273,0.1334576,0.003046728,0.011094303,0.008311983,0.01864331,0.001094902,0.007499998,0.005390148,0.06712259,0.06217885,0.002307867,0.001312731,0.009081882
2021/10/14 10:04,DISCUSSING BITCOIN FREEDOM VS. GOVERNMENT SERVITUDE,57249.8,57304.32,A,0.010045921,0.09396715,0.023323534,0.01711506,0.013731658,0.029475465,0.005025778,0.024739563,0.47810435,0.033461582,0.004189714,0.015256353,0.08645863,0.025637386,0.001505656,0.08533492,0.007412273,0.017271629,0.010475534,0.003173668,0.001805204,0.012488969
2021/10/14 7:22,RUSSIAN PRESIDENT VLADIMIR PUTIN: BITCOIN HAS RIGHT TO EXIST,57608.32,57659.52,B,0.008735575,0.1469562,0.08552589,0.014882647,0.01194056,0.025630817,0.004370238,0.021512644,0.35050052,0.029097002,0.003643226,0.013266381,0.07512251,0.022293359,0.001309265,0.008968373,0.006445448,0.14550076,0.009109152,0.002759708,0.001569741,0.010859963
2021/10/13 21:30,BITCOIN VS. DIGITAL FOOL'S GOLD,57369.99,57322.48,C,0.010860654,0.10158797,0.025215097,0.018503109,0.014845309,0.031865954,0.005433374,0.02674597,0.43576586,0.03617535,0.004529505,0.016493658,0.012357244,0.027716605,0.001627766,0.011150084,0.008013415,0.018672375,0.09243962,0.003431055,0.001951608,0.094618365
2021/10/13 20:00,FOLLOWING THE DECADE-LONG IMF PLAYBOOK,57259.77,57275.91,A,0.1730789,0.10158957,0.025215492,0.0185034,0.014845542,0.031866457,0.005433459,0.02674639,0.43577257,0.036175918,0.004529575,0.016493917,0.012357438,0.02771704,0.001627792,0.011150259,0.008013541,0.018672667,0.011325289,0.003431109,0.001951639,0.013502048
2021/10/13 17:30,THE RECONCILIATION BILL MAY ACCELERATE BITCOIN ADOPTION IN THE U.S.,56940.31,56970.5,A,0.069445126,0.076703824,0.019038616,0.013970739,0.011208924,0.024060335,0.00410246,0.020194497,0.57397854,0.027314138,0.003419994,0.07369844,0.009330316,0.020927375,0.001229042,0.008418852,0.006050516,0.014098544,0.008551005,0.002590612,0.001473559,0.010194538
2021/10/13 16:29,"FIDELITY DIRECTOR: $100,000 BTC BY 2023, FAILS TO SEE BITCOIN POWER",56332.18,56326.26,C,0.007726859,0.1299868,0.017939387,0.013164114,0.010561758,0.022671169,0.003865597,0.019028531,0.31002745,0.025737107,0.003222535,0.06944441,0.008791613,0.019719094,0.001158081,0.007932775,0.005701178,0.01328454,0.2966016,0.002441039,0.00138848,0.009605939
2021/10/13 16:28,"EVERGRANDE, CREDIT SPREADS AND BITCOIN",56336.87,56306.43,B,0.010046423,0.093971856,0.023324702,0.017115917,0.013732345,0.029476942,0.00502603,0.024740802,0.55312026,0.03346326,0.004189924,0.015257116,0.011430813,0.025638672,0.07652087,0.010314154,0.007412644,0.017272493,0.010476059,0.003173827,0.001805295,0.012489595
2021/10/13 15:55,HOW DECENTRALIZED IDENTIFIERS AND BITCOIN FIX THE WEB,56181.42,56171.87,B,0.008200475,0.076705284,0.019038977,0.013971006,0.011209138,0.20774631,0.004102538,0.02019488,0.512777,0.027314655,0.00342006,0.012453745,0.009330493,0.020927772,0.001229066,0.008419013,0.006050631,0.014098813,0.008551168,0.002590662,0.001473587,0.010194732
2021/10/13 14:28,"DISCUSSING BITCOIN FOMO: ""TAKE THE TIME YOU CAN""",55150.01,55065.17,B,0.008200094,0.07670173,0.2640185,0.013970357,0.011208618,0.024059677,0.004102347,0.020193944,0.39026144,0.027313389,0.003419901,0.012453168,0.00933006,0.020926801,0.001229009,0.06965338,0.00605035,0.014098158,0.008550772,0.002590541,0.001473518,0.01019426
2021/10/13 12:17,BITCOIN MINER STRONGHOLD LAUNCHES NASDAQ IPO,55163.12,55070.25,B,0.008735546,0.27738363,0.020281248,0.014882597,0.01194052,0.02563073,0.004370223,0.021512572,0.35049933,0.09433951,0.003643214,0.013266337,0.009939297,0.08753499,0.001309261,0.008968343,0.006445427,0.015018743,0.009109122,0.002759699,0.001569736,0.010859926
2021/10/13 11:16,MIAMI MAYOR SAYS PLAN ADVANCING TO PAY CITY EMPLOYEES IN BITCOIN,54846.16,54694.07,C,0.007305406,0.2865604,0.016960906,0.012446092,0.1191093,0.021434596,0.003654752,0.07255169,0.34768105,0.024333306,0.003046766,0.011094439,0.008312086,0.018643541,0.001094915,0.007500091,0.005390214,0.012559949,0.007617822,0.002307895,0.001312747,0.009081994
2021/10/13 11:00,THE QUEST FOR DIGITAL CASH,54657.87,54805,B,0.010045772,0.09396576,0.02332319,0.017114807,0.013731455,0.10450641,0.005025704,0.024739198,0.4030699,0.03346109,0.004189652,0.015256127,0.011430072,0.02563701,0.001505634,0.010313486,0.007412163,0.017271373,0.01047538,0.003173621,0.001805178,0.16254699
2021/10/13 9:48,LARGEST CANADIAN BITCOIN ETF OPENS TO MUTUAL FUND INVESTORS,54744.19,54819.92,A,0.061867435,0.39568675,0.01696087,0.012446068,0.009985658,0.021434553,0.003654745,0.017990606,0.29311678,0.024333255,0.00304676,0.011094416,0.008312069,0.018643502,0.001094913,0.007500076,0.005390203,0.012559925,0.062178805,0.00230789,0.001312744,0.009081976
2021/10/13 7:17,"U.S. BECOMES WORLDS BIGGEST BITCOIN MINER, BEATING CHINA",55232.75,55199.58,A,0.008735101,0.08170605,0.020280214,0.014881839,0.011939912,0.025629425,0.004370001,0.021511476,0.41572064,0.029095422,0.003643029,0.013265661,0.00993879,0.21801026,0.001309194,0.07420267,0.006445098,0.015017978,0.009108657,0.002759558,0.001569656,0.010859373
2021/10/12 22:00,IT IS OUR GOD-GIVEN RIGHT TO ALTER OR ABOLISH OUR GOVERNMENT,56074.09,56138.25,B,0.00772695,0.12998834,0.0179396,0.01316427,0.06826912,0.022671437,0.06157125,0.019028757,0.31003058,0.025737409,0.003222573,0.011734621,0.23962589,0.019719329,0.001158095,0.007932868,0.005701245,0.013284696,0.008057393,0.002441068,0.001388496,0.009606052
2021/10/12 20:30,MARKET-VALUE-TO-REALIZED-VALUE (MVRV) BANDS,55434.01,55397.09,B,0.014353585,0.13426003,0.033324607,0.024453955,0.019619755,0.042114474,0.007180819,0.035347827,0.46870738,0.047809828,0.005986253,0.021798236,0.016331498,0.03663063,0.002151278,0.014736099,0.010590635,0.024677658,0.014967416,0.004534528,0.002579271,0.017844206
2021/10/12 19:00,PUBLIC BITCOIN MINERS ARE RAMPING UP,55575.28,55545.32,B,0.009344711,0.0874082,0.021695541,0.015920421,0.012773182,0.027418068,0.004674977,0.023012731,0.65410906,0.031125952,0.003897271,0.014191453,0.010632405,0.023847885,0.001400561,0.009593742,0.006894893,0.016066061,0.009744338,0.002952144,0.0016792,0.011617234
2021/10/12 18:30,TAB CONFERENCE: SUPPORTING BITCOIN DEVELOPMENT IN PERSON,55759.53,55721.99,A,0.009344755,0.08740862,0.021695646,0.015920496,0.012773242,0.027418194,0.004674999,0.023012841,0.44473845,0.031126099,0.003897289,0.01419152,0.010632454,0.023847999,0.001400567,0.21896274,0.006894925,0.016066136,0.009744383,0.002952158,0.001679208,0.011617288
2021/10/12 17:00,TAKING THE ORANGE PILL: A THEORY OR REALITY?,55900.59,55871.09,C,0.008735031,0.08170539,0.020280054,0.014881719,0.011939816,0.025629219,0.26532608,0.08675273,0.3504786,0.02909519,0.003642999,0.013265555,0.00993871,0.02229197,0.001309183,0.008967814,0.006445047,0.015017857,0.009108584,0.002759536,0.001569644,0.010859286
2021/10/12 13:07,PAYMENTS GIANT STRIPE IS BUILDING A BITCOIN AND CRYPTO TEAM,57054.63,57182.01,B,0.007305258,0.068331644,0.016960561,0.012445842,0.009985477,0.021434164,0.003654679,0.07255274,0.40223646,0.07888646,0.003046704,0.22934029,0.008311917,0.018643163,0.001094893,0.007499939,0.005390105,0.012559696,0.007617668,0.002307848,0.00131272,0.009081811
2021/10/12 11:12,"CATHIE WOOD'S ARK INVEST SOLD OVER 98,000 COINBASE SHARES",57145.27,57131.45,B,0.008200183,0.07670255,0.0190383,0.013970508,0.011208738,0.024059936,0.004102392,0.020194162,0.2677718,0.027313683,0.003419938,0.37988955,0.009350522,0.020927025,0.001229022,0.008418713,0.006050415,0.01409831,0.06979574,0.002590569,0.001473534,0.010194369
2021/10/12 10:32,BITSTAMP AND ZEBEDEE BRIDGE MAJOR GAP BETWEEN BITCOIN AND GAMING,56952.02,57099.99,B,0.008735015,0.081705265,0.020280017,0.014881693,0.011939795,0.025629176,0.004369958,0.021511268,0.48096097,0.02909514,0.003642993,0.013265531,0.009938693,0.022291932,0.001309181,0.008967797,0.006445035,0.015017831,0.009108568,0.002759531,0.19728534,0.010859266
2021/10/12 9:00,BITCOIN MINER CLEANSPARK TO EXPAND MINING CAPACITY BY 45%,57463.42,57499.65,B,0.007726822,0.12998617,0.017939301,0.013164052,0.010561707,0.02267106,0.003865579,0.019028442,0.31002596,0.025736982,0.00322252,0.06944407,0.008791572,0.30826667,0.001158076,0.007932738,0.005701151,0.013284477,0.00805726,0.002441027,0.001388473,0.009605893
2021/10/11 19:30,TWITTER MUST ADOPT A BITCOIN DIVIDEND FOR USERS,57577.07,57619.95,C,0.008200063,0.07670144,0.019038023,0.013970305,0.011208576,0.33027753,0.004102332,0.081439614,0.329014,0.027313286,0.003419888,0.012453121,0.009330026,0.020926723,0.001229004,0.008418591,0.006050327,0.014098106,0.00855074,0.002590532,0.001473513,0.010194222
2021/10/11 16:00,SATOSHI'S ARK WILL SAVE BITCOINERS,57490.17,57487.09,B,0.009344844,0.08740943,0.09148651,0.015920646,0.012773363,0.027418453,0.004675043,0.023013059,0.30515003,0.031126391,0.003897326,0.083976276,0.010632556,0.023848223,0.001400581,0.009593878,0.2162738,0.016066289,0.009744477,0.002952186,0.001679224,0.011617398
2021/10/11 15:45,BITCOIN IS A FINANCIAL FUTURE OF HOPE,57530.84,57455.09,A,0.00820009,0.2604254,0.019038085,0.013970351,0.011208613,0.024059664,0.004102346,0.08143987,0.4515071,0.027313374,0.003419899,0.012453161,0.009330057,0.02092679,0.001229008,0.008418618,0.006050347,0.014098152,0.008550768,0.00259054,0.001473518,0.010194255
2021/10/11 14:44,"A FIRST LOOK AT THE CHIVO APP, EL SALVADOR'S BITCOIN WALLET",57464.99,57472.99,A,0.006586545,0.40595436,0.06448483,0.011221381,0.009003075,0.019325403,0.00329512,0.06541473,0.31346884,0.021938875,0.00274696,0.010002731,0.007494165,0.01680899,0.000987174,0.006762072,0.00485981,0.011324035,0.006868218,0.002080795,0.001183571,0.008188314
2021/10/11 12:30,GOOGLE PARTNERS WITH BITCOIN AND CRYPTO MARKETPLACE BAKKT,56344.5,56319.65,A,0.009344635,0.08740749,0.021695366,0.015920293,0.012773078,0.027417844,0.004674939,0.023012545,0.44473273,0.24050477,0.003897239,0.014191337,0.010632318,0.023847692,0.001400549,0.009593664,0.006894837,0.016065931,0.009744259,0.00295212,0.001679187,0.011617138
2021/10/11 12:09,FIRST USL PRO SOCCER PLAYER GETS PAID IN BITCOIN,56385,56307.02,C,0.010045978,0.16899915,0.023323672,0.017115159,0.013731736,0.029475642,0.005025807,0.024739709,0.47811136,0.033461783,0.004189739,0.015256441,0.011430305,0.02563754,0.001505665,0.010313697,0.007412315,0.09228077,0.010475595,0.003173686,0.001805215,0.01248904
2021/10/11 12:02,THE BITCOIN MINING HASH RATE IS SEEING AN UNPRECEDENTED RESTRUCTURING,56462.3,56495.48,B,0.008200001,0.07670086,0.019037878,0.013970199,0.13369796,0.024059404,0.0041023,0.08143669,0.45150226,0.027313078,0.003419862,0.012453025,0.009329954,0.08217184,0.001228995,0.008418526,0.006050281,0.014097998,0.008550674,0.002590512,0.001473501,0.010194143
2021/10/11 8:40,"BILLIONAIRE INVESTOR BILL MILLER: BITCOIN LESS RISKY AT $43,000 THAN $300",56505.99,56439.81,B,0.35398412,0.07227504,0.07564913,0.013164087,0.010561735,0.022671122,0.003865589,0.019028492,0.3100268,0.025737053,0.003222528,0.011734459,0.008791596,0.019719053,0.001158079,0.007932758,0.005701166,0.013284512,0.008057281,0.002441034,0.001388477,0.009605919
2021/10/9 15:29,MICROSTRATEGY CEO MICHAEL SAYLOR INTERVIEW: THE PREDATOR PREY DYNAMICS OF BITCOIN,55101.6,55121.86,B,0.007305477,0.068333685,0.01696107,0.012446214,0.06454627,0.021434804,0.003654788,0.017990818,0.4022488,0.13345623,0.003046795,0.011094546,0.008312166,0.01864372,0.001094926,0.007500163,0.005390266,0.012560071,0.007617896,0.002307918,0.00131276,0.17274064
2021/10/8 15:11,BLOCKFI FILES FOR BITCOIN FUTURES ETF,54597.75,54643.48,C,0.21872582,0.08740727,0.02169531,0.015920252,0.012773045,0.097212195,0.004674927,0.023012485,0.37493712,0.031125618,0.003897229,0.014191301,0.010632291,0.02384763,0.001400546,0.009593639,0.006894819,0.01606589,0.009744233,0.002952113,0.001679182,0.011617109
2021/10/8 12:16,BITMEX CEO: FIVE COUNTRIES WILL ACCEPT BITCOIN AS LEGAL TENDER BY THE END OF 2022,55111.44,54818.1,A,0.005739735,0.053688113,0.013325899,0.052645348,0.05071154,0.016840803,0.002871478,0.014134947,0.6160758,0.01911827,0.002393793,0.051584825,0.006530667,0.014647917,0.000860257,0.005892696,0.047104307,0.009868143,0.005985195,0.001813275,0.001031403,0.007135571
2021/10/8 9:00,THE BITCOIN PRICE BREACHES $55K IN AN EXCITING RUN,55800,55833.71,A,0.008735002,0.08170512,0.08551712,0.014881671,0.011939777,0.025629135,0.004369951,0.08675012,0.54620117,0.029095095,0.003642988,0.013265511,0.009938678,0.022291897,0.001309179,0.008967784,0.006445026,0.015017808,0.009108555,0.002759527,0.001569639,0.01085925
2021/10/7 21:00,CLOSING THE WEALTH GAP: BLACK AMERICA AND BITCOIN ADOPTION,54167.18,54131.31,A,0.008200115,0.07670192,0.019038143,0.013970392,0.011208645,0.024059735,0.004102358,0.020193996,0.45150873,0.14979298,0.06466411,0.0736966,0.009330084,0.020926854,0.001229012,0.008418643,0.006050365,0.014098194,0.008550793,0.002590548,0.001473522,0.010194285
2021/10/7 19:00,BITCOIN DECOUPLING AND ETFS,53895.9,54008.52,C,0.010862033,0.10160086,0.025218295,0.018505456,0.014847192,0.03187,0.005434064,0.026749363,0.5979459,0.03617994,0.004530079,0.016495751,0.012358813,0.027720122,0.001627973,0.011151499,0.008014432,0.018674744,0.011326548,0.00343149,0.001951856,0.01350355
2021/10/7 14:23,BITCOIN MINER BITFARMS BEGINS CONSTRUCTION OF 210 MW FARM,54574.17,54464.24,B,0.00873518,0.27741107,0.020280398,0.014881973,0.01194002,0.025629656,0.00437004,0.021511672,0.41572732,0.029095687,0.003643062,0.01326578,0.00993888,0.08753135,0.001309206,0.008967967,0.006445156,0.015018113,0.00910874,0.002759583,0.00156967,0.010859471
2021/10/7 14:07,JPMORGAN: INSTITUTIONAL INVESTORS ARE FAVORING BITCOIN OVER GOLD,54558.88,54555.97,B,0.008200058,0.07670139,0.01903801,0.075209685,0.011208568,0.02405957,0.004102329,0.020193854,0.3902583,0.027313268,0.003419886,0.012453112,0.009330019,0.020926708,0.001229003,0.008418584,0.006050323,0.014098096,0.25353095,0.00259053,0.001473512,0.010194214
2021/10/7 10:13,INVESTING PLATFORM PUBLIC HOLDINGS LAUNCHES BITCOIN TRADING,54186.94,54142.79,A,0.00820019,0.07670262,0.019038316,0.013970521,0.011208748,0.024059957,0.004102395,0.02019418,0.39025277,0.27228883,0.003419941,0.012453313,0.00933017,0.08217222,0.001229023,0.00841872,0.006050421,0.014098323,0.008550871,0.002590572,0.001473535,0.010194379
2021/10/6 21:00,"BITCOIN, GROUP BIASES AND ILLUSION OF (THE) AUTHORITY",54918.24,54935.23,C,0.007727091,0.07227736,0.017939925,0.01316451,0.010562075,0.022671849,0.003865713,0.019029103,0.48317674,0.025737878,0.23403059,0.011734836,0.008791878,0.019719686,0.001158116,0.007933013,0.00570135,0.013284939,0.00805754,0.002441112,0.001388522,0.009606227
2021/10/6 20:00,BITCOIN AND THE INCREASING RISK OF STAGFLATION,55049.99,55095.89,C,0.009344763,0.08740869,0.021695664,0.015920509,0.012773253,0.027418219,0.004675003,0.023012862,0.6541071,0.031126125,0.003897292,0.014191532,0.010632464,0.02384802,0.001400569,0.009593795,0.006894931,0.01606615,0.009744392,0.002952161,0.00167921,0.011617298
2021/10/6 17:00,NFTS AND THE DEFINITION OF ART,54891.32,54833.92,A,0.010045904,0.093967,0.023323499,0.017115032,0.013731634,0.029475417,0.00502577,0.024739524,0.55314016,0.03346153,0.004189707,0.015256328,0.011430222,0.1006518,0.001505654,0.010313621,0.00741226,0.0172716,0.010475517,0.003173662,0.001805201,0.012488948
2021/10/6 14:50,"THE INTRINSIC VALUE OF BITCOIN, CALCULATED USING SOVEREIGN CREDIT DEFAULT SWAPS",54277.34,54291.84,C,0.007726879,0.07227539,0.017939435,0.013164151,0.06826957,0.02267123,0.003865607,0.019028584,0.42545176,0.025737176,0.003222543,0.011734514,0.008791637,0.019719148,0.23199104,0.007932796,0.005701193,0.013284576,0.00805732,0.002441045,0.001388484,0.009605964
2021/10/6 14:09,VALKYRIE INVESTMENTS CEO ON BITCOIN: ABSOLUTELY A DIGITAL STORE OF VALUE,54098,54024,A,0.00730522,0.06833129,0.016960472,0.012445776,0.22822794,0.02143405,0.003654659,0.07255235,0.3476722,0.024332685,0.003046688,0.011094156,0.008311873,0.018643064,0.001094887,0.0074999,0.005390076,0.06712173,0.007617628,0.002307836,0.001312714,0.0636428
2021/10/6 10:53,"HOW FED TAPERING, ENERGY CRISES AND CHINA BLACKOUTS WILL IMPACT BITCOIN",51249.99,51241.47,B,0.007305807,0.06833678,0.016961835,0.012446775,0.009986226,0.076001115,0.003654953,0.01799163,0.6204467,0.02433464,0.003046933,0.011095047,0.008312541,0.018644564,0.001094975,0.007500502,0.05995681,0.012560639,0.00761824,0.002308022,0.001312819,0.009082492
2021/10/6 10:25,"KRAKEN DONATES $150,000 IN BITCOIN TO BLACK BITCOIN BILLIONAIRE GROUP",50958.96,50962.18,B,0.069440514,0.13794945,0.019038305,0.013970511,0.011208741,0.024059942,0.004102393,0.020194167,0.4515127,0.08854861,0.064658366,0.012453305,0.009330163,0.020927032,0.001229022,0.008418715,0.006050416,0.014098314,0.008550866,0.00259057,0.001473534,0.010194371
